NEDD8,SPARC
0.17245061239356635,0.6112213635740615
0.2912937306723957,0.521187135885164
0.12692034904964705,0.25751546443878004
0.19206424662484534,0.8058957972643447
0.5143955236173565,0.9051725996173267
0.3748396228573214,0.9061183552176639
0.3791920608224545,0.9287899425962558
0.3416607017572338,0.8580038161226979
0.4316109332536588,0.7881168167936642
0.5524527969290972,0.8557653630125769
0.3700257609318607,0.9919693401892524
0.22113555753733954,0.9408385201785745
0.4453700079004437,0.529679599822001
0.23983112433644804,0.6239218926245702
0.38107558559650767,0.8670031289674169
0.37081396390224963,0.8503210839502162
0.14986688948229862,0.4441859236549453
0.14933403129263056,0.45519583171690076
0.18685277666941494,0.6399077767588663
0.12060009579044201,0.9092791585156507
0.3615336645748438,0.8750019744030754
0.2938685910423668,0.9254866227357695
0.3253684001837689,0.8866670672125267
0.26751764325731214,0.8654818565711597
0.2593220229167517,0.9200672924011245
0.578987115119335,0.8020891399321307
0.20701337592949814,0.9806969672942486
0.27203324835089243,0.9482401506253529
0.32277657986926145,0.7513142166971511
0.16725663362955723,0.7903670190812474
0.3505292303809444,0.8926817692760033
0.3128778239685585,0.8918241215800844
0.5764096613827715,0.5193311110148092
0.4537691124131028,0.37285752459279997
0.5048863840189228,0.3369284280967075
0.593950097497713,0.22226555054104366
0.4273902695853932,0.29734131019783006
0.521250106728178,0.38722255495566943
0.5907842721459046,0.31591783367483295
0.5717365224086823,0.29047955436437767
0.5437929636307128,0.33504236635308576
0.6486935212174902,0.4514195967638798
0.559971340458506,0.4220020380635134
0.7394027418863933,0.4401449811408525
0.6498742649540219,0.5031829524410376
0.6890780013485717,0.4416661644953173
0.6977538742566737,0.45690982919338846
0.5968025448731847,0.41044688064797824
0.7925980577940261,0.40836488931806103
0.6921123878017793,0.3008187091513501
0.7306096252737866,0.39747073291745005
0.6759458670426158,0.3024304706668103
0.6516323119111437,0.3455809884183905
0.7483904689129799,0.547707312427192
0.7039484440032711,0.4374560549089845
0.7168230889249511,0.3083521980324617
0.6851709804010705,0.5842553481792551
0.7517822308218384,0.5939522291013302
0.705822480028686,0.43874867429811437
0.6937590194172544,0.6075520191386241
0.6274865960089536,0.47150190184545687
0.7995527441012329,0.38447104966168316
0.7053765731347408,0.4106681038558367
0.6857937646258847,0.5728653197435295
0.6374921105348116,0.417537426400937
0.7002180385224622,0.3646609033773696
0.7223063226400913,0.4286146030293809
0.6303865534141311,0.2670708012057478
0.6912902343771642,0.42123886167910296
0.6605516764760925,0.4536804337524607
0.6702789572425455,0.420754236864318
0.6720509712105521,0.373052143208122
0.6439263165944998,0.308095458790086
0.71886440966038,0.4456215352213593
0.7249190981061303,0.43635837690917284
0.742404796328827,0.41445814668663594
0.6118112776901599,0.46780919867026727
0.6827969500466288,0.5072752301726017
0.6684612053819532,0.49764170298557087
0.7093270398928504,0.41652615249145686
0.46194599604855435,0.39158360539340176
0.6277686939384566,0.3415047781266723
0.5976847644283072,0.4957469440244143
0.6612418357840115,0.3589562954572906
0.6766996440328477,0.33625379854644755
0.411189004838255,0.2728951286240682
0.3517096579858043,0.22506339873572034
0.4785658296620069,0.33596059131303485
0.5850154782024497,0.3345465928282403
0.5781642666154145,0.19155197538940708
0.7251910632910978,0.49641203925065513
,
0.6727804242157044,0.33740836763715787
0.6619595341533022,0.36047037006931426
0.46412360032911204,0.4430933764412425
0.6538984912989325,0.33845117182704076
0.7009355561982569,0.37184845947007406
0.6445926824152406,0.346394594425288
0.5993289891873257,0.11689192723328698
0.647493459609949,0.33911392198524437
0.7234636214897366,0.3693368276428599
0.7445449064600107,0.23530804351133683
0.5598727893218565,0.13421667613317273
0.8419890043694587,0.48100552201891184
0.7145196521849608,0.42431033935889595
0.578345178935157,0.37868373429023766
0.8621605383139722,0.3429659543242541
0.6911606013042368,0.5501286545019919
0.6365392807300841,0.5014443583130784
0.6955665314030025,0.512371275264878
0.7976737919609413,0.4424868800717613
0.6198951117330161,0.5067223504331722
0.6804233415497054,0.03909878526152964
0.8562564723138626,0.28016677696801817
0.7668862612936981,0.40688000296395377
0.8023393844559494,0.32852728563172123
0.7822296639999489,0.442182929748801
0.7952629952705876,0.48756831140296
0.5231936560741755,0.48241676179962834
0.6424345688632647,0.5739244528762979
0.7862670061326608,0.26538238778709977
0.6853948461614446,0.24325428988297712
0.6561006053438714,0.4543994567387212
0.8202898152909678,0.5619404938376946
0.6903932691116301,0.40169447702976224
0.7378578689638193,0.5347888330821481
0.7275181351483269,0.40807679103925254
0.7821214843259854,0.5292733010643236
0.6928283048769426,0.5007091772381478
0.6814473808896657,0.38448426042053935
0.6482102194864303,0.2654567968734768
0.5331441978463454,0.32063417419103846
