RPS27A,UBA52,UBB,UBC
0.0506973663711533,-0.23360478471827598,-0.37151644370846254,0.38983499908651614
1.3746520672527252,0.9546093505638816,0.7704068429577262,-0.23500541633111308
0.3107695528045826,0.07510542528175752,1.5921923780111102,1.2462041920888183
-1.249787400293497,-1.8392123105191833,-0.7324147006074633,-0.35008048607655057
1.9739352323917438,2.0112634339979563,1.1521775807799424,0.009540598389358054
0.09000722394372448,0.30582676779898954,0.5079666634215074,0.4066942186399364
0.09469296202794796,-0.4839799654393368,0.10604229012572797,0.25656690538081967
0.19874632312283974,0.41383665726587465,0.18430339412977031,0.49715247717925865
-0.5299397773341725,-0.5597343931537723,-0.6280336869707795,-0.5160700018641343
-0.5530373689894534,-1.6458598578496437,-0.5668094563736439,-0.23189855065132092
0.022396318691386176,0.12638175271797045,0.7313270543557964,0.8093144370888483
-1.0001829577648826,-1.9027168573257622,-1.4460343935434097,-0.881176784289826
0.9510368262818939,0.6282433609245505,0.6880523704422867,0.8769574331691026
0.25024200478241004,0.2176423888962073,0.5006472422729134,0.5672074406101337
0.5258132014684493,0.7267662751853599,0.13235643368052394,0.29182433193384594
-0.020248601317825705,-0.5154176978975401,0.630816385035852,0.5387277675352572
-0.09326841746608108,0.2397311842013004,-0.0016571803198509438,0.6284139306673054
1.077330556916141,0.7117702334703541,-0.14506453912547787,0.9372497602726106
0.40928513198815614,0.076903282094213,1.0467364130203656,1.023858745332934
-1.2413449273075665,-2.9459051623828283,-1.1958255152384276,-0.6274715085992971
0.4551322768221597,-0.9403732097531899,0.4587914266742619,0.5552772726978535
0.5234144385882032,0.3684223760939143,0.0631653249463999,0.3011966576042083
-0.28123957601487687,-0.2824255769588935,0.8300716762196612,0.7167685235740565
-0.43161209229609543,-1.0139753784550416,0.07367388253214195,0.3298525868833534
1.0453994893871346,0.3922001572690518,0.3152798132459721,0.5162653046752678
-0.028335761657191146,-0.2246096231945624,0.7666920942172472,0.9794156909737032
-0.031238798322542224,0.1095047673548581,0.8236597837381262,0.9143420987373417
-0.02182245948110244,-0.783922293746149,0.38744364499944817,0.21943459157665324
0.5458459509151387,0.2917381835150609,0.5454592586903052,0.8148900316098213
0.6333839915602343,-0.6120953121158383,0.6194301905876702,0.44804866139098576
0.9393262725834722,0.11120291922791829,0.7700899549926395,0.5719651783284266
1.9911428128950897,2.0783309683904196,1.3249076645724476,0.3691199771036621
-0.05352299400782481,-1.4191913788187294,0.18841267881236234,0.18351313847272782
0.16098024280629902,0.4591788270221811,0.4256634677186255,0.5519556662030008
-2.133476469254514,0.8680674905087967,-0.6235196585325448,-1.486835339575812
0.3004109617003321,-0.11360309462013163,-2.4564461862457043,-0.8418334193259851
-1.075347808290521,0.6427847522543987,-2.3991650199617576,-2.19250972366001
0.109618925560905,1.3753582317356392,0.14127593251588932,-1.6139672261761655
-0.46079607683560003,0.9214005526960005,-0.8011565946600325,-1.3903912530523186
-3.573798712509746,0.5196743884075242,-2.595411571299394,-2.9511262882282896
-1.255259931718652,0.890683170074705,-1.8139868961098171,-2.6332266193749536
