LAMP1,LAMP2
-0.40932457943993394,0.16131760828237815
-0.14316388982417017,0.3236324729429528
0.027216010598911423,-0.6900625855518794
-0.8008621575097272,-0.6329317197456416
-0.7310896829291667,-0.20208171418730264
-0.5822996842247427,-0.556006570693414
-0.7317969170167637,-0.35680604788843506
-0.5084536717122743,-0.6004705312876347
-0.8328441986984402,-0.3623703054665989
-0.43180905966712335,-0.565250917175265
0.06386920998685537,-0.5285787427866879
-0.6831089495472893,-0.22988340171540642
-0.36503635572772714,-0.7605841401408547
0.06503269395823297,-0.2201259518604255
-0.3348389642241026,-0.2030696047344107
-0.1307936066084152,-0.37913815638192855
0.042047911216799065,-0.23196774653803243
0.4041106242677082,0.26854502870136293
-0.21002226041675415,-0.6586430165121459
-0.8832163262762714,-0.7931618627151679
-0.48269006510793133,-0.3999291908000083
-0.0033458126383655654,-0.37708473455524677
0.0643358682820649,-0.08672761654973407
-0.7800488258208627,-0.5757714804613678
-0.12211274948186499,-0.586783683820576
0.2526697907672728,-0.2484539740998543
-0.10358263501649294,-0.4537741810530323
-0.9936873923602206,-0.6933020866824217
-0.5065404629598237,-0.35147047887965027
-1.0319931155228044,-0.7443310332378839
3.482188822725112,2.7271668160541767
-1.3378828816749981,-1.306425683184389
0.2133066404234115,0.8686201849416569
-0.2583978161480909,-0.4232585169654908
2.4692254138279335,2.2574128036486627
1.002975426179839,1.6193999287458107
1.7821892264532624,2.4762762408868464
2.796564742647742,2.8194179151799585
-0.055041020165116784,0.2104218884085866
0.07023953006318802,-0.736590032470408
0.7180111693211179,1.2228248203489143
